GI - Code,Barangay,Classification,GI - Date,GI - Interviewer,"GI - Remarks (Small, Medium, Large, Residential)",GI - Business Name/Residential Name/Contact number,GI - Business Location/Address,GI - Type of Business,GI - No. of Employees,GI - Operating Hours - Start,GI - Operating Hours - End,CWSU-1 - Usage - Specify,GI - Members,CWSU-1 - Usage - Drinking,CWSU-1 - Usage - Food preparation,CWSU-1 - Usage - Cleaning & Sanitation,CWSU-1 - Usage - Manufacturing/Production,CWSU-1 - Usage - Landscaping/Irrigation,CWSU-1 - Usage - Others,CWSU-2 - Treatment,CWSU-3 - Current Sources - Tap Water (Water District etc.),CWSU-3 - Current Sources - Deep Well (owned),CWSU-3 - Current Sources - Truck Delivery Services (5 m3),CWSU-3 - Current Sources - Bottled water (5 gallons),CWSU-3 - Current Sources - Others,"CWSU-3 - Current Sources - (If others, please specify)",CWSU-4 - Primary Drinking Source - Tap Water (Water District etc.),CWSU-4 - Primary Drinking Source - Deep Well (owned),CWSU-4 - Primary Drinking Source - Truck Delivery Services (5 m3),CWSU-4 - Primary Drinking Source - Bottled water (5 gallons),CWSU-4 - Primary Drinking Source - Others,"CWSU-4 - Primary Drinking Source - (If others, please specify)",CWSU-4 - Primary Drinking Source - gals,CWSU-5 - Ave Demand (in cbm),CWSU-6 - Actual Use (m3 / gal) - Tap Water (Water District etc.),CWSU-6 - Actual Use (m3 / gal) - Deep Well (owned),CWSU-6 - Actual Use (m3 / gal) - Truck Delivery Services (5 m3),CWSU-6 - Actual Use (m3 / gal) - Bottled water (5 gallons),CWSU-6 - Actual Use (m3 / gal) - Others (gallons),CWSU-7 - Peak Month - Start,CWSU-7 - Peak Month - End,"CWSU-8 - Monthly Costs - Less than PhP 1,000","CWSU-8 - Monthly Costs - PhP 1,000 - PhP 3,000","CWSU-8 - Monthly Costs - PhP 3,000 - PhP 5,000","CWSU-8 - Monthly Costs - PhP 5,000 - PhP 10,000","CWSU-8 - Monthly Costs - PhP 10,000 and above",CWSU-8 - Monthly Costs - Water Bottles,CWSU-8 - Monthly Costs - Truck Delivery,CWSU-8 - Monthly Costs - Others:,"CWSU-8 - Monthly Costs - If others, input here",CWSU-9 - Issues (Tap Water) - Yes,CWSU-9 - Issues (Tap Water) - No,CWSU-9 - Issues (Tap Water) - N/A,CWSU-9 - Issues (Tap Water) - Supply interruption,CWSU-9 - Issues (Tap Water) - Salinity,CWSU-9 - Issues (Tap Water) - Taste,CWSU-9 - Issues (Tap Water) - Smell,CWSU-9 - Issues (Tap Water) - Turbidity,CWSU-9 - Issues (Tap Water) - Costs,CWSU-9 - Issues (Tap Water) - Others,"CWSU-9 - Issues (Tap Water) - If others, input here",CWSU-10 - Issues (Deep Well) - Yes,CWSU-10 - Issues (Deep Well) - No,CWSU-10 - Issues (Deep Well) - N/A,CWSU-10 - Issues (Deep Well) - Supply interruption,CWSU-10 - Issues (Deep Well) - Salinity,CWSU-10 - Issues (Deep Well) - Taste,CWSU-10 - Issues (Deep Well) - Smell,CWSU-10 - Issues (Deep Well) - Turbidity,CWSU-10 - Issues (Deep Well) - Costs,CWSU-10 - Issues (Deep Well) - Others,"CWSU-10 - Issues (Deep Well) - If others, input here",CWSU-11 - Issues (Truck Water) - Yes,CWSU-11 - Issues (Truck Water) - No,CWSU-11 - Issues (Truck Water) - N/A,CWSU-11 - Issues (Truck Water) - Supply interruption,CWSU-11 - Issues (Truck Water) - Salinity,CWSU-11 - Issues (Truck Water) - Taste,CWSU-11 - Issues (Truck Water) - Smell,CWSU-11 - Issues (Truck Water) - Turbidity,CWSU-11 - Issues (Truck Water) - Costs,CWSU-11 - Issues (Truck Water) - Others,"CWSU-11 - Issues (Truck Water) - If others, input here",CWSU-12 - Issues (Bottled Water) - Yes,CWSU-12 - Issues (Bottled Water) - No,CWSU-12 - Issues (Bottled Water) - N/A,"CWSU-12 - Issues (Bottled Water) - If yes, select all that apply",CWSU-12 - Issues (Bottled Water) - Supply interruption,CWSU-12 - Issues (Bottled Water) - Salinity,CWSU-12 - Issues (Bottled Water) - Taste,CWSU-12 - Issues (Bottled Water) - Smell,CWSU-12 - Issues (Bottled Water) - Turbidity,CWSU-12 - Issues (Bottled Water) - Costs,CWSU-12 - Issues (Bottled Water) - Others,"CWSU-12 - Issues (Bottled Water) - If others, input here",CWSU-13 - Interruptions (days) - We have continuous water supply everyday,CWSU-13 - Interruptions (days) - Once a week,CWSU-13 - Interruptions (days) - Twice a week,CWSU-13 - Interruptions (days) - Thrice a week,CWSU-13 - Interruptions (days) - Others,CWSU-13 - Interruptions (days) - How many hours per day do you experience water interruption?,AWTP-14 - Factors affecting Alt Sources - Cost-effectiveness,AWTP-14 - Factors affecting Alt Sources - Reliability (consistent supply),AWTP-14 - Factors affecting Alt Sources - Water Quality (Clean and safe),AWTP-14 - Factors affecting Alt Sources - Costumer service and maintenance support,AWTP-14 - Factors affecting Alt Sources - Others,"AWTP-14 - Factors affecting Alt Sources - If others, input here",AWTP-15 - Desalination Awareness - Yes,AWTP-15 - Desalination Awareness - No,AWTP-16 - Desalinated Willingness - Yes,AWTP-16 - Desalinated Willingness - No,AWTP-17 - Desalinated Premium Pay - Yes,AWTP-17 - Desalinated Premium Pay - No,AWTP-17 - Desalinated Premium Pay - Depends on the cost difference,"AWTP-17 - Desalinated Premium Pay - If yes, in what payment structure",AWTP-17 - Desalinated Premium Pay - Fixed tariff,AWTP-17 - Desalinated Premium Pay - Tiered pricing,AWTP-17 - Desalinated Premium Pay - Pay per use,AWTP-17 - Desalinated Premium Pay - Seasonal,AWTP - Max Price - Commercial - 160,AWTP - Max Price - Commercial - 200,AWTP - Max Price - Commercial - 100,AWTP-19 - Max Price - Commercial - Others,AWTP-19 - Max Price - Residential - 50,AWTP-19 - Max Price - Residential - 80,AWTP-19 - Max Price - Residential - 100,AWTP-19 - Max Price - Residential - Others,AWTP-20 - Budget - < 3000,AWTP-20 - Budget - 3000 - 6000,AWTP-20 - Budget - 6000 - 9000,AWTP-20 - Budget - 9000 - 15000,AWTP-20 - Budget - Others,AWTP-21 - Concerns,WTP_Comm,WTP_Resi,Desalination Awareness,Desalinated Willingness,Desalinated Premium Pay,Max Price (Commercial),Max Price (Residential),Budget,AWTP-20 - Budget - Others_numeric
BIV-10C,BARANGAY IV,Commercial,06-07-25,0,SMALL,EGGCUSE NE AGRICULTURE,BARANGAY IV,Retail,3,8:30,17:00,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,35.0,3.4065,0.0,65.0,0.0,35.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,0,2,160.0,0.0,1500.0,0.0
BIV-11C,BARANGAY IV,Commercial,06-07-25,0,SMALL,J1 RO RRESTOBAR,BARANGAY IV,Restaurant / Food Service,4,0:00,23:59,0,0.0,1,1,1,1,1.0,1,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,150.0,0,0.0,750.0,0.0,1150.0,0.0,March,April,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,NONE,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
BIV-12C,BARANGAY IV,Commercial,06-07-25,0,SMALL,J1 PRO PARES,BARANGAY IV,Restaurant / Food Service,4,0:00,23:59,0,0.0,1,1,1,1,1.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,150.0,0,0.0,750.0,0.0,750.0,0.0,March,April,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,NONE,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
BIV-13C,BARANGAY IV,Commercial,06-07-25,0,SMALL,PRESTIGE SALON,BARANGAY IV,Service,8,8:00,17:00,0,0.0,1,0,1,0,0.0,0,0,1,1,0.0,1,0.0,0,0,0,0,0,0.0,0,20.0,0,0.0,0.0,0.0,100.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,200.0,0.0,1,1,1,200.0,0.0,1500.0,0.0
BIV-14C,BARANGAY IV,Commercial,06-07-25,0,0,DIMSUM PANDA,BARANGAY IV,0,3,0:00,23:59,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,400.0,0,0.0,1000.0,0.0,192.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,-METRO EVERY BAHAY   ,160.0,0.0,1,1,2,160.0,0.0,1500.0,0.0
BIV-15C,BARANGAY IV,Commercial,06-07-25,0,0,PABLOS GAFE,BARANGAY IV,Restaurant / Food Service,3,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,1,0,1.0,0,0.0,0,0,0,0,1,0.0,0,130.0,0,0.0,130.0,0.0,0.0,0.0,June,March,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
BIV-16C,BARANGAY IV,Commercial,06-07-25,0,0,0,BARANGAY IV,0,0,0,0,0,0.0,1,1,1,0,0.0,0,0,0,0,1.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,March,April,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DELEIVERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,100.0,0.0,1,1,2,100.0,0.0,4500.0,0.0
BIV-17C,BARANGAY IV,Commercial,06-07-25,0,0,METRO HOUSE WARE,BARANGAY IV,Retail,20,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,90.0,0.1,0.0,1500.0,0.0,90.0,0.0,January,December,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
BIV-18C,BARANGAY IV,Commercial,06-07-25,0,0,"CASA HUEVOS, VISITA LA VITA",BARANGAY IV,Retail,3,8:00,17:00,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,25.0,0.5,0.0,400.0,0.0,25.0,0.0,January,December,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,0,1,2,160.0,0.0,1500.0,0.0
BIV-19C,BARANGAY IV,Commercial,06-07-25,0,SMALL,PIPAY VIDEOOKE & CANTTEN,BARANGAY IV,Restaurant / Food Service,3,5:00,23:00,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,80.0,5,0.0,1321.003963,0.0,0.0,0.0,January,December,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,NO WATER INTERUPTION AT MALINIS,160.0,0.0,1,1,1,160.0,0.0,4500.0,0.0
BIV-20C,BARANGAY IV,Commercial,06-07-25,0,SMALL,ALGEANNETH,BARANGAY IV,0,2,9:00,17:00,0,0.0,0,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,2.271,0.0,0.0,0.0,0.0,0.0,December,December,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
BIV-21C,BARANGAY IV,Commercial,06-07-25,0,SMALL,CAESAR NIETO,BARANGAY IV,0,4,8:00,17:00,0,0.0,1,1,0,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,0,1,0.0,0,70.0,0,0.0,0.0,0.0,70.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,100.0,0.0,1,1,1,100.0,0.0,1500.0,0.0
BIV-22C,BARANGAY IV,Commercial,06-07-25,0,SMALL,BESHIES BEAUTY SALON,BARANGAY IV,Service,3,8:00,17:00,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,25.0,0,0.0,0.0,0.0,25.0,0.0,December,December,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,2,160.0,0.0,1500.0,0.0
BIV-23C,BARANGAY IV,Commercial,06-07-25,0,SMALL,UNDE DARE'S,BARANGAY IV,Retail,1,8:00,17:00,0,0.0,1,0,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,0,0.0,0,22.5,2.554875,0.0,800.0,0.0,10.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-1C,CATBANGEN,Commercial,06-09-25,0,LARGE,ST JUDE MONTESSORI EDUCATIONAL CENTER OF LA UNION,"CATBANGEN SFC, LU",College / University,30,8:00,15:00,0,0.0,0,1,1,0,1.0,0,1,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,75.0,625,500.0,26420.07926,0.0,75.0,0.0,0,0,0,0,0,0,1,450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0.0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,160.0,0.0,1,2,1,160.0,0.0,12000.0,0.0
CAT-2C,CATBANGEN,Commercial,06-09-25,0,MEDIUM,ELYU-TIDES LAUNDRY SHOP,"CATBANGEN SFC, LU",Laundromat,2,7:30,20:00,0,0.0,0,0,1,0,0.0,0,1,1,1,0.0,0,0.0,0,0,0,0,1,0.0,0,60.0,175,166.6666667,0.0,0.0,60.0,0.0,May,May,0,0,1,0,0,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,M/A,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-3C,CATBANGEN,Commercial,06-09-25,0,MEDIUM,HOME LAUNDRY CARE SERVICE &GENERAL MERCHANDISE,"CATBANGEN SFC, LU",Laundromat,2,8:00,19:00,0,0.0,0,0,1,0,0.0,0,1,1,1,0.0,0,0.0,0,0,0,0,1,0.0,0,20.0,150,166.6666667,7926.023778,0.0,20.0,0.0,December,April,0,0,1,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-4C,CATBANGEN,Commercial,06-09-25,0,MEDIUM,FIONAS LAUNDRY SHOP,"CATBANGEN SFC, LU",Laundromat,2,8:00,18:00,0,0.0,0,0,1,0,0.0,0,1,0,0,0.0,1,0.0,0,0,0,0,1,0.0,0,20.0,200,200.0,52840.15852,0.0,20.0,0.0,April,May,0,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,4500.0,0.0
CAT-5C,CATBANGEN,Commercial,06-09-25,0,LARGE,CATBANGEN CENTRAL SCHOOL,"CATBANGEN SFC, LU",College / University,57 EMPLOYEES,8:00,17:00,0,0.0,1,1,1,0,1.0,0,1,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,350.0,200,166.6666667,0.0,0.0,150.0,0.0,March,March,0,0,0,0,1,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-3,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,200.0,0.0,1,1,1,200.0,0.0,12000.0,0.0
CAT-6C,CATBANGEN,Commercial,06-09-25,0,MEDIUM,WASH ME NEI NEI LAUNDRY SERVICES,"CATBANGEN SFC, LU",Laundromat,2,7:00,19:00,0,0.0,0,0,1,0,0.0,0,1,0,0,0.0,1,0.0,0,0,0,0,1,0.0,0,20.0,200,0.0,52840.15852,0.0,20.0,0.0,April,May,0,1,0,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-3,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,200.0,0.0,1,1,1,200.0,0.0,4500.0,0.0
CAT-7C,CATBANGEN,Commercial,06-09-25,0,0,ZOMIL AQUA BLESS WATER REFILLING STATION,"CATBANGEN SFC, LU",Refilling Station,0,8:00,18:00,0,0.0,1,1,0,0,0.0,0,1,0,1,0.0,0,0.0,0,1,1,0,0,0.0,0,20.0,150,166.6666667,39630.11889,0.0,20.0,0.0,May,May,0,0,0,1,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 HRS,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-8C,CATBANGEN,Commercial,06-10-25,0,LARGE,ST JUDE THADDEUS PARISH,"CATBANGEN SFC, LU",Private Institution,11 EMPLOYEES,8:00,17:00,0,0.0,0,0,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,600.0,150,0.0,46235.13871,0.0,600.0,0.0,April,May,0,0,0,0,1,3600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2-3,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-9C,CATBANGEN,Commercial,06-10-25,0,LARGE,GIFTED LEARNING CNETER,"CATBANGEN SFC, LU",College / University,25 EMPLOYEES,8:00,17:00,0,0.0,1,1,1,0,1.0,0,1,1,1,0.0,1,0.0,0,1,1,0,1,0.0,0,120.0,180,180.0,5284.015852,0.0,120.0,0.0,March,June,0,0,0,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
CAT-10C,CATBANGEN,Commercial,06-10-25,0,SMALL,MIKAY EATERY,"CATBANGEN SFC, LU",Food Service,6 EMPLOYESES 50-80 DAILY CUSTOMERS,1:00,15:00,0,0.0,1,1,1,0,0.0,0,1,1,1,0.0,1,0.0,0,0,0,0,1,0.0,0,160.0,110,166.6666667,9247.027741,0.0,160.0,0.0,May,May,1,0,0,0,0,960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,2,160.0,0.0,1500.0,0.0
CAT-11C,CATBANGEN,Commercial,06-10-25,0,SMALL,ONLY CARINDERIA,"CATBANGEN SFC, LU",Food Service,6 EMPLOYEES 80-100 CUSTOMERS,6:00,22:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,200.0,125,166.6666667,0.0,200.0,0.0,0.0,April,May,0,0,1,0,0,1200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,1,1,2,0.0,0.0,1500.0,0.0
CAT-12C,CATBANGEN,Commercial,06-10-25,0,SMALL,EVER'S EATERY,"CATBANGEN SFC, LU",Food Service,5 EMPOLYEES 50-70 DAILY CUSTOMERS,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,170.0,90,0.0,23778.07133,0.0,170.0,0.0,May,May,0,1,0,0,0,1020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1-2 HRS,0,0,1,0,0,0,0,1,0,1,0,1,1,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,200.0,0.0,1,1,2,200.0,0.0,1500.0,0.0
CAT-13C,CATBANGEN,Commercial,06-10-25,0,SMALL,JUNCTIONS TAMBAYAN RESTOBAR,"CATBANGEN SFC, LU",Food Service,5 EMPOLYEES 20-30DAILY CUSTOMERS,0:00,0:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,100.0,110,0.0,29062.08719,0.0,100.0,0.0,April,May,0,1,0,0,0,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,NO,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
